"Vuosineljännes";"Postinumero";"Huoneluku";"Lukumäärä";"Neliövuokra (eur/m2)"
"2021Q1";"96500 Korkalovaara   (Rovaniemi )";"Kaksiot";124;10.14
"2021Q1";"96500 Korkalovaara   (Rovaniemi )";"Kolmiot+";54;9.44
"2021Q1";"97700 Ranua Keskus   (Ranua )";"Yksiöt";.;.
"2021Q1";"97700 Ranua Keskus   (Ranua )";"Kaksiot";.;.
"2021Q1";"97700 Ranua Keskus   (Ranua )";"Kolmiot+";.;.
"2021Q1";"98100 Kemijärvi Keskus   (Kemijärvi )";"Yksiöt";25;11.85
"2021Q1";"98100 Kemijärvi Keskus   (Kemijärvi )";"Kaksiot";.;.
"2021Q1";"98100 Kemijärvi Keskus   (Kemijärvi )";"Kolmiot+";.;.
"2021Q1";"99600 Sodankylä Keskus   (Sodankylä )";"Yksiöt";.;.
"2021Q1";"99600 Sodankylä Keskus   (Sodankylä )";"Kaksiot";24;10.44
"2021Q1";"99600 Sodankylä Keskus   (Sodankylä )";"Kolmiot+";.;.
"2021Q2";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Yksiöt";790;29.24
"2021Q2";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Kaksiot";297;23.39
"2021Q2";"00100 Helsinki Keskusta - Etu-Töölö   (Helsinki )";"Kolmiot+";69;21.09
"2021Q2";"00120 Punavuori   (Helsinki )";"Yksiöt";235;28.36
"2021Q2";"00120 Punavuori   (Helsinki )";"Kaksiot";98;22.26
"2021Q2";"00120 Punavuori   (Helsinki )";"Kolmiot+";22;18.94
"2021Q2";"00130 Kaartinkaupunki   (Helsinki )";"Yksiöt";42;27.82
"2021Q2";"00130 Kaartinkaupunki   (Helsinki )";"Kaksiot";23;24.36
"2021Q2";"00130 Kaartinkaupunki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Yksiöt";301;27.76
"2021Q2";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Kaksiot";104;21.34
"2021Q2";"00140 Kaivopuisto - Ullanlinna   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00150 Eira - Hernesaari   (Helsinki )";"Yksiöt";545;28.33
"2021Q2";"00150 Eira - Hernesaari   (Helsinki )";"Kaksiot";182;23.14
"2021Q2";"00150 Eira - Hernesaari   (Helsinki )";"Kolmiot+";51;25.91
"2021Q2";"00160 Katajanokka   (Helsinki )";"Yksiöt";99;28.78
"2021Q2";"00160 Katajanokka   (Helsinki )";"Kaksiot";73;24.16
"2021Q2";"00160 Katajanokka   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00170 Kruununhaka   (Helsinki )";"Yksiöt";208;27.86
"2021Q2";"00170 Kruununhaka   (Helsinki )";"Kaksiot";86;20.84
"2021Q2";"00170 Kruununhaka   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00180 Kamppi - Ruoholahti   (Helsinki )";"Yksiöt";391;26.81
"2021Q2";"00180 Kamppi - Ruoholahti   (Helsinki )";"Kaksiot";233;20.92
"2021Q2";"00180 Kamppi - Ruoholahti   (Helsinki )";"Kolmiot+";86;16.11
"2021Q2";"00200 Lauttasaari   (Helsinki )";"Yksiöt";539;26.31
"2021Q2";"00200 Lauttasaari   (Helsinki )";"Kaksiot";247;20.72
"2021Q2";"00200 Lauttasaari   (Helsinki )";"Kolmiot+";67;19.12
"2021Q2";"00210 Vattuniemi   (Helsinki )";"Yksiöt";73;24.34
"2021Q2";"00210 Vattuniemi   (Helsinki )";"Kaksiot";85;22.20
"2021Q2";"00210 Vattuniemi   (Helsinki )";"Kolmiot+";25;21.27
"2021Q2";"00220 Jätkäsaari   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00220 Jätkäsaari   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00220 Jätkäsaari   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00240 Länsi-Pasila   (Helsinki )";"Yksiöt";61;24.52
"2021Q2";"00240 Länsi-Pasila   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00240 Länsi-Pasila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00250 Taka-Töölö   (Helsinki )";"Yksiöt";614;28.29
"2021Q2";"00250 Taka-Töölö   (Helsinki )";"Kaksiot";272;21.51
"2021Q2";"00250 Taka-Töölö   (Helsinki )";"Kolmiot+";39;19.72
"2021Q2";"00260 Keski-Töölö   (Helsinki )";"Yksiöt";217;27.26
"2021Q2";"00260 Keski-Töölö   (Helsinki )";"Kaksiot";97;23.23
"2021Q2";"00260 Keski-Töölö   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00270 Pohjois-Meilahti   (Helsinki )";"Yksiöt";309;28.84
"2021Q2";"00270 Pohjois-Meilahti   (Helsinki )";"Kaksiot";156;19.90
"2021Q2";"00270 Pohjois-Meilahti   (Helsinki )";"Kolmiot+";20;18.13
"2021Q2";"00280 Ruskeasuo   (Helsinki )";"Yksiöt";59;26.11
"2021Q2";"00280 Ruskeasuo   (Helsinki )";"Kaksiot";25;18.28
"2021Q2";"00280 Ruskeasuo   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00300 Pikku Huopalahti   (Helsinki )";"Yksiöt";88;26.14
"2021Q2";"00300 Pikku Huopalahti   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00300 Pikku Huopalahti   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00310 Kivihaka   (Helsinki )";"Yksiöt";32;23.83
"2021Q2";"00310 Kivihaka   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00310 Kivihaka   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00320 Etelä-Haaga   (Helsinki )";"Yksiöt";556;26.19
"2021Q2";"00320 Etelä-Haaga   (Helsinki )";"Kaksiot";170;18.91
"2021Q2";"00320 Etelä-Haaga   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00330 Munkkiniemi   (Helsinki )";"Yksiöt";190;26.08
"2021Q2";"00330 Munkkiniemi   (Helsinki )";"Kaksiot";113;20.45
"2021Q2";"00330 Munkkiniemi   (Helsinki )";"Kolmiot+";42;18.90
"2021Q2";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Yksiöt";315;26.63
"2021Q2";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Kaksiot";160;19.64
"2021Q2";"00350 Munkkivuori-Niemenmäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00360 Pajamäki   (Helsinki )";"Yksiöt";101;27.77
"2021Q2";"00360 Pajamäki   (Helsinki )";"Kaksiot";85;19.17
"2021Q2";"00360 Pajamäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00370 Reimarla   (Helsinki )";"Yksiöt";66;23.58
"2021Q2";"00370 Reimarla   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00370 Reimarla   (Helsinki )";"Kolmiot+";58;16.84
"2021Q2";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00380 Pitäjänmäen teollisuusalue   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00390 Konala   (Helsinki )";"Yksiöt";153;24.38
"2021Q2";"00390 Konala   (Helsinki )";"Kaksiot";241;19.53
"2021Q2";"00390 Konala   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00400 Pohjois-Haaga   (Helsinki )";"Yksiöt";352;27.88
"2021Q2";"00400 Pohjois-Haaga   (Helsinki )";"Kaksiot";219;19.01
"2021Q2";"00400 Pohjois-Haaga   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00410 Malminkartano   (Helsinki )";"Yksiöt";77;20.68
"2021Q2";"00410 Malminkartano   (Helsinki )";"Kaksiot";116;16.56
"2021Q2";"00410 Malminkartano   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00420 Kannelmäki   (Helsinki )";"Yksiöt";336;23.73
"2021Q2";"00420 Kannelmäki   (Helsinki )";"Kaksiot";280;17.59
"2021Q2";"00420 Kannelmäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00430 Maununneva   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00430 Maununneva   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00430 Maununneva   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00440 Lassila   (Helsinki )";"Yksiöt";96;23.14
"2021Q2";"00440 Lassila   (Helsinki )";"Kaksiot";86;18.94
"2021Q2";"00440 Lassila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00500 Sörnäinen   (Helsinki )";"Yksiöt";1347;27.10
"2021Q2";"00500 Sörnäinen   (Helsinki )";"Kaksiot";504;21.91
"2021Q2";"00500 Sörnäinen   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00510 Etu-Vallila - Alppila   (Helsinki )";"Yksiöt";787;27.55
"2021Q2";"00510 Etu-Vallila - Alppila   (Helsinki )";"Kaksiot";232;21.05
"2021Q2";"00510 Etu-Vallila - Alppila   (Helsinki )";"Kolmiot+";21;18.85
"2021Q2";"00520 Itä-Pasila   (Helsinki )";"Yksiöt";210;26.62
"2021Q2";"00520 Itä-Pasila   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00520 Itä-Pasila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00530 Kallio   (Helsinki )";"Yksiöt";1083;26.10
"2021Q2";"00530 Kallio   (Helsinki )";"Kaksiot";420;21.69
"2021Q2";"00530 Kallio   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00550 Vallila   (Helsinki )";"Yksiöt";333;24.80
"2021Q2";"00550 Vallila   (Helsinki )";"Kaksiot";138;20.71
"2021Q2";"00550 Vallila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Yksiöt";117;25.51
"2021Q2";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Kaksiot";179;21.58
"2021Q2";"00560 Toukola-Vanhakaupunki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00570 Kulosaari   (Helsinki )";"Yksiöt";95;24.26
"2021Q2";"00570 Kulosaari   (Helsinki )";"Kaksiot";49;20.39
"2021Q2";"00570 Kulosaari   (Helsinki )";"Kolmiot+";25;16.81
"2021Q2";"00580 Verkkosaari   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00580 Verkkosaari   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00580 Verkkosaari   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00600 Koskela-Helsinki   (Helsinki )";"Yksiöt";20;20.64
"2021Q2";"00600 Koskela-Helsinki   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00600 Koskela-Helsinki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00610 Käpylä   (Helsinki )";"Yksiöt";90;23.63
"2021Q2";"00610 Käpylä   (Helsinki )";"Kaksiot";67;18.45
"2021Q2";"00610 Käpylä   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Yksiöt";21;21.50
"2021Q2";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Kaksiot";28;17.79
"2021Q2";"00620 Metsälä-Etelä-Oulunkylä   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00630 Maunula-Suursuo   (Helsinki )";"Yksiöt";104;24.56
"2021Q2";"00630 Maunula-Suursuo   (Helsinki )";"Kaksiot";73;18.69
"2021Q2";"00630 Maunula-Suursuo   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00640 Oulunkylä-Patola   (Helsinki )";"Yksiöt";136;22.80
"2021Q2";"00640 Oulunkylä-Patola   (Helsinki )";"Kaksiot";94;16.96
"2021Q2";"00640 Oulunkylä-Patola   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00650 Veräjämäki   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00650 Veräjämäki   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00650 Veräjämäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00700 Malmi   (Helsinki )";"Yksiöt";138;22.86
"2021Q2";"00700 Malmi   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00700 Malmi   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00710 Pihlajamäki   (Helsinki )";"Yksiöt";169;21.21
"2021Q2";"00710 Pihlajamäki   (Helsinki )";"Kaksiot";295;16.68
"2021Q2";"00710 Pihlajamäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00720 Pukinmäki-Savela   (Helsinki )";"Yksiöt";91;21.79
"2021Q2";"00720 Pukinmäki-Savela   (Helsinki )";"Kaksiot";68;16.14
"2021Q2";"00720 Pukinmäki-Savela   (Helsinki )";"Kolmiot+";34;16.20
"2021Q2";"00730 Tapanila   (Helsinki )";"Yksiöt";46;22.51
"2021Q2";"00730 Tapanila   (Helsinki )";"Kaksiot";49;17.12
"2021Q2";"00730 Tapanila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00740 Siltamäki   (Helsinki )";"Yksiöt";51;21.38
"2021Q2";"00740 Siltamäki   (Helsinki )";"Kaksiot";120;18.14
"2021Q2";"00740 Siltamäki   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00750 Puistola   (Helsinki )";"Yksiöt";105;20.98
"2021Q2";"00750 Puistola   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00750 Puistola   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00760 Suurmetsä   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00760 Suurmetsä   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00760 Suurmetsä   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00770 Jakomäki - Alppikylä   (Helsinki )";"Yksiöt";30;20.97
"2021Q2";"00770 Jakomäki - Alppikylä   (Helsinki )";"Kaksiot";46;16.77
"2021Q2";"00770 Jakomäki - Alppikylä   (Helsinki )";"Kolmiot+";33;14.28
"2021Q2";"00780 Tapaninvainio   (Helsinki )";"Yksiöt";25;20.23
"2021Q2";"00780 Tapaninvainio   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00780 Tapaninvainio   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00790 Viikki   (Helsinki )";"Yksiöt";48;23.18
"2021Q2";"00790 Viikki   (Helsinki )";"Kaksiot";126;20.14
"2021Q2";"00790 Viikki   (Helsinki )";"Kolmiot+";45;18.28
"2021Q2";"00800 Länsi-Herttoniemi   (Helsinki )";"Yksiöt";116;24.35
"2021Q2";"00800 Länsi-Herttoniemi   (Helsinki )";"Kaksiot";54;19.13
"2021Q2";"00800 Länsi-Herttoniemi   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00810 Herttoniemi   (Helsinki )";"Yksiöt";143;27.24
"2021Q2";"00810 Herttoniemi   (Helsinki )";"Kaksiot";208;21.18
"2021Q2";"00810 Herttoniemi   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00820 Roihuvuori   (Helsinki )";"Yksiöt";172;25.62
"2021Q2";"00820 Roihuvuori   (Helsinki )";"Kaksiot";153;18.56
"2021Q2";"00820 Roihuvuori   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00840 Laajasalo   (Helsinki )";"Yksiöt";129;22.91
"2021Q2";"00840 Laajasalo   (Helsinki )";"Kaksiot";71;16.76
"2021Q2";"00840 Laajasalo   (Helsinki )";"Kolmiot+";26;15.64
"2021Q2";"00870 Etelä-Laajasalo   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00870 Etelä-Laajasalo   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00870 Etelä-Laajasalo   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00900 Puotinharju   (Helsinki )";"Yksiöt";91;24.08
"2021Q2";"00900 Puotinharju   (Helsinki )";"Kaksiot";73;18.38
"2021Q2";"00900 Puotinharju   (Helsinki )";"Kolmiot+";32;18.79
"2021Q2";"00910 Puotila   (Helsinki )";"Yksiöt";201;23.26
"2021Q2";"00910 Puotila   (Helsinki )";"Kaksiot";181;17.94
"2021Q2";"00910 Puotila   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00920 Myllypuro   (Helsinki )";"Yksiöt";94;23.71
"2021Q2";"00920 Myllypuro   (Helsinki )";"Kaksiot";185;17.84
"2021Q2";"00920 Myllypuro   (Helsinki )";"Kolmiot+";91;16.94
"2021Q2";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00930 Itäkeskus-Marjaniemi   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00940 Kontula - Vesala   (Helsinki )";"Yksiöt";434;24.90
"2021Q2";"00940 Kontula - Vesala   (Helsinki )";"Kaksiot";547;18.25
"2021Q2";"00940 Kontula - Vesala   (Helsinki )";"Kolmiot+";424;16.81
"2021Q2";"00950 Vartioharju   (Helsinki )";"Yksiöt";65;25.72
"2021Q2";"00950 Vartioharju   (Helsinki )";"Kaksiot";48;19.86
"2021Q2";"00950 Vartioharju   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00960 Pohjois-Vuosaari   (Helsinki )";"Yksiöt";186;22.45
"2021Q2";"00960 Pohjois-Vuosaari   (Helsinki )";"Kaksiot";143;16.09
"2021Q2";"00960 Pohjois-Vuosaari   (Helsinki )";"Kolmiot+";22;16.84
"2021Q2";"00970 Mellunmäki   (Helsinki )";"Yksiöt";99;20.53
"2021Q2";"00970 Mellunmäki   (Helsinki )";"Kaksiot";191;17.31
"2021Q2";"00970 Mellunmäki   (Helsinki )";"Kolmiot+";93;15.93
"2021Q2";"00980 Etelä-Vuosaari   (Helsinki )";"Yksiöt";.;.
"2021Q2";"00980 Etelä-Vuosaari   (Helsinki )";"Kaksiot";.;.
"2021Q2";"00980 Etelä-Vuosaari   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"00990 Aurinkolahti   (Helsinki )";"Yksiöt";74;24.27
"2021Q2";"00990 Aurinkolahti   (Helsinki )";"Kaksiot";203;21.05
"2021Q2";"00990 Aurinkolahti   (Helsinki )";"Kolmiot+";.;.
"2021Q2";"01150 Söderkulla   (Sipoo )";"Yksiöt";.;.
"2021Q2";"01150 Söderkulla   (Sipoo )";"Kaksiot";.;.
"2021Q2";"01150 Söderkulla   (Sipoo )";"Kolmiot+";.;.
"2021Q2";"01200 Hakunila   (Vantaa )";"Yksiöt";89;20.20
"2021Q2";"01200 Hakunila   (Vantaa )";"Kaksiot";195;15.61
"2021Q2";"01200 Hakunila   (Vantaa )";"Kolmiot+";169;14.65
"2021Q2";"01230 Vaarala   (Vantaa )";"Yksiöt";38;20.77
"2021Q2";"01230 Vaarala   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01230 Vaarala   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01280 Länsimäki   (Vantaa )";"Yksiöt";149;20.65
"2021Q2";"01280 Länsimäki   (Vantaa )";"Kaksiot";225;16.06
"2021Q2";"01280 Länsimäki   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01300 Tikkurila   (Vantaa )";"Yksiöt";386;23.37
"2021Q2";"01300 Tikkurila   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01300 Tikkurila   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01340 Leinelä   (Vantaa )";"Yksiöt";.;.
"2021Q2";"01340 Leinelä   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01340 Leinelä   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01350 Hiekkaharju   (Vantaa )";"Yksiöt";245;22.24
"2021Q2";"01350 Hiekkaharju   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01350 Hiekkaharju   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01360 Koivukylä-Havukoski   (Vantaa )";"Yksiöt";212;20.69
"2021Q2";"01360 Koivukylä-Havukoski   (Vantaa )";"Kaksiot";486;15.83
"2021Q2";"01360 Koivukylä-Havukoski   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01400 Rekola   (Vantaa )";"Yksiöt";64;25.73
"2021Q2";"01400 Rekola   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01400 Rekola   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01450 Korso   (Vantaa )";"Yksiöt";177;19.42
"2021Q2";"01450 Korso   (Vantaa )";"Kaksiot";277;15.49
"2021Q2";"01450 Korso   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01480 Mikkola   (Vantaa )";"Yksiöt";82;20.12
"2021Q2";"01480 Mikkola   (Vantaa )";"Kaksiot";58;15.64
"2021Q2";"01480 Mikkola   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01510 Kirkonkylä-Veromäki   (Vantaa )";"Yksiöt";64;23.17
"2021Q2";"01510 Kirkonkylä-Veromäki   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01510 Kirkonkylä-Veromäki   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01520 Tammisto   (Vantaa )";"Yksiöt";27;22.34
"2021Q2";"01520 Tammisto   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01520 Tammisto   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01600 Myyrmäki   (Vantaa )";"Yksiöt";382;22.28
"2021Q2";"01600 Myyrmäki   (Vantaa )";"Kaksiot";425;17.78
"2021Q2";"01600 Myyrmäki   (Vantaa )";"Kolmiot+";298;16.12
"2021Q2";"01610 Kaivoksela   (Vantaa )";"Yksiöt";177;24.20
"2021Q2";"01610 Kaivoksela   (Vantaa )";"Kaksiot";241;18.87
"2021Q2";"01610 Kaivoksela   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01620 Martinlaakso   (Vantaa )";"Yksiöt";456;25.13
"2021Q2";"01620 Martinlaakso   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01620 Martinlaakso   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01640 Hämevaara   (Vantaa )";"Yksiöt";.;.
"2021Q2";"01640 Hämevaara   (Vantaa )";"Kaksiot";.;.
"2021Q2";"01640 Hämevaara   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01650 Vapaala   (Vantaa )";"Yksiöt";40;20.23
"2021Q2";"01650 Vapaala   (Vantaa )";"Kaksiot";67;16.53
"2021Q2";"01650 Vapaala   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01700 Kivistö   (Vantaa )";"Yksiöt";235;24.91
"2021Q2";"01700 Kivistö   (Vantaa )";"Kaksiot";81;19.66
"2021Q2";"01700 Kivistö   (Vantaa )";"Kolmiot+";40;18.07
"2021Q2";"01710 Pähkinärinne   (Vantaa )";"Yksiöt";108;20.24
"2021Q2";"01710 Pähkinärinne   (Vantaa )";"Kaksiot";120;15.19
"2021Q2";"01710 Pähkinärinne   (Vantaa )";"Kolmiot+";.;.
"2021Q2";"01800 Klaukkala Keskus   (Nurmijärvi )";"Yksiöt";74;18.72
"2021Q2";"01800 Klaukkala Keskus   (Nurmijärvi )";"Kaksiot";47;14.15
"2021Q2";"01800 Klaukkala Keskus   (Nurmijärvi )";"Kolmiot+";22;13.46
"2021Q2";"01900 Nurmijärvi Keskus   (Nurmijärvi )";"Yksiöt";47;16.01
"2021Q2";"01900 Nurmijärvi Keskus   (Nurmijärvi )";"Kaksiot";78;13.75
"2021Q2";"01900 Nurmijärvi Keskus   (Nurmijärvi )";"Kolmiot+";35;13.08
"2021Q2";"02100 Tapiola   (Espoo )";"Yksiöt";211;24.78
"2021Q2";"02100 Tapiola   (Espoo )";"Kaksiot";.;.
"2021Q2";"02100 Tapiola   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02110 Otsolahti   (Espoo )";"Yksiöt";63;24.53
"2021Q2";"02110 Otsolahti   (Espoo )";"Kaksiot";62;19.78
"2021Q2";"02110 Otsolahti   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02120 Länsikorkee-Suvikumpu   (Espoo )";"Yksiöt";96;25.10
"2021Q2";"02120 Länsikorkee-Suvikumpu   (Espoo )";"Kaksiot";67;19.39
"2021Q2";"02120 Länsikorkee-Suvikumpu   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02130 Pohjois-Tapiola   (Espoo )";"Yksiöt";.;.
"2021Q2";"02130 Pohjois-Tapiola   (Espoo )";"Kaksiot";73;17.56
"2021Q2";"02130 Pohjois-Tapiola   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02150 Otaniemi   (Espoo )";"Yksiöt";21;24.83
"2021Q2";"02150 Otaniemi   (Espoo )";"Kaksiot";.;.
"2021Q2";"02150 Otaniemi   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02170 Haukilahti   (Espoo )";"Yksiöt";56;24.05
"2021Q2";"02170 Haukilahti   (Espoo )";"Kaksiot";30;17.02
"2021Q2";"02170 Haukilahti   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02200 Niittykumpu   (Espoo )";"Yksiöt";239;26.48
"2021Q2";"02200 Niittykumpu   (Espoo )";"Kaksiot";334;21.23
"2021Q2";"02200 Niittykumpu   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02210 Olari   (Espoo )";"Yksiöt";110;21.86
"2021Q2";"02210 Olari   (Espoo )";"Kaksiot";120;16.14
"2021Q2";"02210 Olari   (Espoo )";"Kolmiot+";33;15.15
"2021Q2";"02230 Matinkylä   (Espoo )";"Yksiöt";241;22.84
"2021Q2";"02230 Matinkylä   (Espoo )";"Kaksiot";467;18.40
"2021Q2";"02230 Matinkylä   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02260 Kaitaa   (Espoo )";"Yksiöt";34;22.46
"2021Q2";"02260 Kaitaa   (Espoo )";"Kaksiot";25;16.50
"2021Q2";"02260 Kaitaa   (Espoo )";"Kolmiot+";27;15.70
"2021Q2";"02320 Espoonlahti   (Espoo )";"Yksiöt";254;20.61
"2021Q2";"02320 Espoonlahti   (Espoo )";"Kaksiot";332;16.76
"2021Q2";"02320 Espoonlahti   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02330 Saunalahti-Kattilalaakso   (Espoo )";"Yksiöt";99;23.04
"2021Q2";"02330 Saunalahti-Kattilalaakso   (Espoo )";"Kaksiot";85;19.71
"2021Q2";"02330 Saunalahti-Kattilalaakso   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02360 Soukka   (Espoo )";"Yksiöt";139;20.96
"2021Q2";"02360 Soukka   (Espoo )";"Kaksiot";.;.
"2021Q2";"02360 Soukka   (Espoo )";"Kolmiot+";.;.
"2021Q2";"02400 Kirkkonummi Keskus   (Kirkkonummi )";"Yksiöt";95;19.21
"2021Q2";"02400 Kirkkonummi Keskus   (Kirkkonummi )";"Kaksiot";135;14.07
"2021Q2";"02400 Kirkkonummi Keskus   (Kirkkonummi )";"Kolmiot+";.;.
"2021Q2";"02410 Gesterby   (Kirkkonummi )";"Yksiöt";51;17.13
"2021Q2";"02410 Gesterby   (Kirkkonummi )";"Kaksiot";73;12.90
"2021Q2";"02410 Gesterby   (Kirkkonummi )";"Kolmiot+";21;11.86
"2021Q2";"02430 Masala   (Kirkkonummi )";"Yksiöt";.;.
"2021Q2";"02430 Masala   (Kirkkonummi )";"Kaksiot";.;.
"2021Q2";"02430 Masala   (Kirkkonummi )";"Kolmiot+";.;.
"2021Q2";"02600 Etelä-Leppävaara   (Espoo )";"Yksiöt";282;24.94
"2021Q2";"02600 Etelä-Leppävaara   (Espoo )";"Kaksiot";.;.
"2021Q2";"02600 Etelä-Leppävaara   (Espoo )";"Kolmiot+";.;.
